match_id,home_team,away_team,polymarket_market_id,polymarket_question,outcome_type,token_id,mapped_outcome,market_slug,market_liquidity,market_end_date,mapping_status,notes,timestamp,best_bid,best_ask,mid_price,spread,bid_depth,ask_depth,last_trade_price,price_fetch_status,model_prob,market_prob,edge,signal
wc2026_r043,Spain,Cape Verde,1897072,Will Cabo Verde win on 2026-06-15?,match_1x2,85135836978485179530031184162395126176783303519695757365796392230161124240788,away_win,fifwc-esp-cvi-2026-06-15-cvi,98943.6382,2026-06-15,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.032,0.033,0.0325,0.0010000000000000009,172580.41000000003,21214311.790000003,0.032,ok,0.1239182929073987,0.033,0.0909182929073987,Strong Value
wc2026_r049,France,Senegal,1897082,Will France win on 2026-06-16?,match_1x2,10541943766977992250149902475024620982770128161688998706490955791758263657916,home_win,fifwc-fra-sen-2026-06-16-fra,105631.8773,2026-06-16,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.66,0.67,0.665,0.010000000000000009,100021.45000000001,160262.85,0.33,ok,0.6202132278951494,0.67,-0.04978677210485061,No Bet
wc2026_r049,France,Senegal,1897083,Will France vs. Senegal end in a draw?,match_1x2,1558773458881829509791065143596154799682035256543521797575065685839455307034,draw,fifwc-fra-sen-2026-06-16-draw,81015.0516,2026-06-16,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.21,0.22,0.215,0.010000000000000009,85455.56,78201.02,0.78,ok,0.2534364207068288,0.22,0.03343642070682881,No Bet
wc2026_r049,France,Senegal,1897084,Will Senegal win on 2026-06-16?,match_1x2,68110647781535190797837703927589470479832774174814667833732459898847586979826,away_win,fifwc-fra-sen-2026-06-16-sen,116000.9263,2026-06-16,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.12,0.13,0.125,0.010000000000000009,84239.68999999999,186437.54,0.12,ok,0.1263503513980218,0.13,-0.003649648601978195,No Bet
wc2026_r025,Germany,Curaçao,1897058,Will Germany win on 2026-06-14?,match_1x2,80258038883060787104700033663206548991173635281684057844048254140005841868705,home_win,fifwc-ger-kor-2026-06-14-ger,69635.51312,2026-06-14,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.936,0.937,0.9365000000000001,0.0010000000000000009,99160.70999999999,242908.99999999997,0.063,ok,0.7282179526447295,0.937,-0.2087820473552705,Overpriced
wc2026_r025,Germany,Curaçao,1897059,Will Germany vs. Curaçao end in a draw?,match_1x2,43065699114218738643061430368238869232700747238329067809024727726995177258597,draw,fifwc-ger-kor-2026-06-14-draw,73560.41989,2026-06-14,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.044,0.045,0.0445,0.0010000000000000009,413559.5799999999,86418.72,0.955,ok,0.1468474275307714,0.045,0.1018474275307714,Strong Value
wc2026_r025,Germany,Curaçao,1897060,Will Curaçao win on 2026-06-14?,match_1x2,84520506461080918199836241264297202134105253634264892405638380867421157597093,away_win,fifwc-ger-kor-2026-06-14-kor,137253.0287,2026-06-14,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.019,0.021,0.02,0.0020000000000000018,486319.86999999994,21255644.559999995,0.019,ok,0.1249346198244989,0.021,0.10393461982449889,Strong Value
wc2026_r014,Haiti,Scotland,1897052,Will Haiti win on 2026-06-13?,match_1x2,56618826743104010959172273659413209775316700999254592964223431451553591299446,home_win,fifwc-hai-sco-2026-06-13-hai,208755.3726,2026-06-14,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.15,0.16,0.155,0.010000000000000009,169782.13,280954.92,0.85,ok,0.2401182718151399,0.16,0.08011827181513989,Strong Value
wc2026_r014,Haiti,Scotland,1897053,Will Haiti vs. Scotland end in a draw?,match_1x2,24186604708120375516053204147615433593913499983599603531568767418358336827296,draw,fifwc-hai-sco-2026-06-13-draw,158688.7565,2026-06-14,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.22,0.23,0.225,0.010000000000000009,137344.94999999998,171612.66,0.77,ok,0.2959858054717565,0.23,0.0659858054717565,Watch
wc2026_r014,Haiti,Scotland,1897054,Will Scotland win on 2026-06-13?,match_1x2,38620007602877950561785055194486422431765048561026651240000808038396318703092,away_win,fifwc-hai-sco-2026-06-13-sco,179803.7725,2026-06-14,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.62,0.63,0.625,0.010000000000000009,121621.98999999999,343463.75999999995,0.62,ok,0.4638959227131033,0.63,-0.1661040772868967,Overpriced
wc2026_r038,Iran,New Zealand,1897079,Will IR Iran win on 2026-06-15?,match_1x2,98258440478094610167729510800284333090952142769785486649204893493792445830714,home_win,fifwc-irn-nzl-2026-06-15-irn,144464.3761,2026-06-16,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.53,0.54,0.535,0.010000000000000009,217324.52,117676.42,0.46,ok,0.6043091976564732,0.54,0.06430919765647314,Watch
wc2026_r038,Iran,New Zealand,1897080,Will IR Iran vs. New Zealand end in a draw?,match_1x2,81680331983186046997381955280648457847630354885398475637844800869325464253779,draw,fifwc-irn-nzl-2026-06-15-draw,80874.8748,2026-06-16,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.27,0.28,0.275,0.010000000000000009,89830.65999999999,99693.8,0.72,ok,0.2541327636187073,0.28,-0.025867236381292735,No Bet
wc2026_r038,Iran,New Zealand,1897081,Will New Zealand win on 2026-06-15?,match_1x2,55137687241393541361565001012865874102902217097342494894791514463933071353645,away_win,fifwc-irn-nzl-2026-06-15-nzl,86793.308,2026-06-16,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.19,0.2,0.195,0.010000000000000009,64199.780000000006,109603.62,0.19,ok,0.1415580387248195,0.2,-0.058441961275180504,Overpriced
wc2026_r050,Iraq,Norway,1897085,Will Iraq win on 2026-06-16?,match_1x2,73942127055672070093762091576846712862472894975200730653926386031270714825841,home_win,fifwc-irq-nor-2026-06-16-irq,85856.9664,2026-06-16,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.05,0.06,0.055,0.009999999999999995,99960.08,1295660.5399999998,0.05,ok,0.1726710531075503,0.06,0.1126710531075503,Strong Value
wc2026_r050,Iraq,Norway,1897086,Will Iraq vs. Norway end in a draw?,match_1x2,33611416347839198763745720789541666193855030736143138228415524192683636379208,draw,fifwc-irq-nor-2026-06-16-draw,83029.2968,2026-06-16,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.13,0.14,0.135,0.010000000000000009,75092.73000000001,91387.07,0.86,ok,0.2632296298234342,0.14,0.12322962982343416,Strong Value
wc2026_r050,Iraq,Norway,1897087,Will Norway win on 2026-06-16?,match_1x2,60561627760165737508115128719081450929284195423420376549887420810076954490283,away_win,fifwc-irq-nor-2026-06-16-nor,54355.6671,2026-06-16,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.81,0.82,0.815,0.009999999999999898,58532.33,96054.09,0.18,ok,0.5640993170690153,0.82,-0.25590068293098467,Overpriced
wc2026_r002,South Korea,Czechia,1897037,Will Korea Republic win on 2026-06-11?,match_1x2,52684921837049562400037353238223049293166344115053393981883920285480538360105,home_win,fifwc-kr-cze-2026-06-11-kr,842296.6463,2026-06-12,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.35,0.36,0.355,0.010000000000000009,663346.33,2511347.89,0.64,ok,0.449683005185741,0.36,0.08968300518574102,Strong Value
wc2026_r002,South Korea,Czechia,1897038,Will Korea Republic vs. Czechia end in a draw?,match_1x2,49396156480688770869378179133906823616889681020710122888263516916801618839975,draw,fifwc-kr-cze-2026-06-11-draw,741046.1586,2026-06-12,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.31,0.32,0.315,0.010000000000000009,909603.2799999999,970123.8499999999,0.68,ok,0.3106846699046439,0.32,-0.009315330095356122,No Bet
wc2026_r002,South Korea,Czechia,1897039,Will Czechia win on 2026-06-11?,match_1x2,77191186536909014586922022659322569099273509749066699749214305589630021269429,away_win,fifwc-kr-cze-2026-06-11-cze,325157.8795,2026-06-12,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.33,0.34,0.335,0.010000000000000009,466639.68999999994,1616651.53,0.33,ok,0.239632324909615,0.34,-0.10036767509038502,Overpriced
wc2026_r044,Saudi Arabia,Uruguay,1897076,Will Saudi Arabia win on 2026-06-15?,match_1x2,108315368637387262892957153811435904912510274825529229627147648105187493645849,home_win,fifwc-ksa-ury-2026-06-15-ksa,128548.3963,2026-06-15,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.11,0.12,0.11499999999999999,0.009999999999999995,120352.13,1357739.1300000006,0.11,ok,0.2293808763248286,0.12,0.1093808763248286,Strong Value
wc2026_r044,Saudi Arabia,Uruguay,1897077,Will Saudi Arabia vs. Uruguay end in a draw?,match_1x2,6109686258397883114797998126787263049884408157800816627628909717221408645880,draw,fifwc-ksa-ury-2026-06-15-draw,108939.9749,2026-06-15,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.21,0.22,0.215,0.010000000000000009,92613.75,131424.74000000002,0.78,ok,0.3049184063466733,0.22,0.08491840634667328,Strong Value
wc2026_r044,Saudi Arabia,Uruguay,1897078,Will Uruguay win on 2026-06-15?,match_1x2,67375566273017733280418349633635206252639538869301457434188127341791609355341,away_win,fifwc-ksa-ury-2026-06-15-ury,72195.4244,2026-06-15,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.67,0.68,0.675,0.010000000000000009,54201.79000000001,165943.45999999996,0.32,ok,0.465700717328498,0.68,-0.21429928267150206,Overpriced
wc2026_r001,Mexico,South Africa,1897034,Will Mexico win on 2026-06-11?,match_1x2,20779063998268474490699884714808310289659170477959115489741275295270359962039,home_win,fifwc-mex-rsa-2026-06-11-mex,1650880.2764,2026-06-11,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.68,0.69,0.685,0.009999999999999898,1482738.97,3969680.56,0.31,ok,0.6519548010561006,0.69,-0.03804519894389935,No Bet
wc2026_r001,Mexico,South Africa,1897035,Will Mexico vs. South Africa end in a draw?,match_1x2,11634144673803325466643188834337300341803737096067092239834760823912726000274,draw,fifwc-mex-rsa-2026-06-11-draw,1782876.4972,2026-06-11,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.2,0.21,0.20500000000000002,0.009999999999999981,3996883.26,1602849.92,0.21,ok,0.2231527155513036,0.21,0.013152715551303595,No Bet
wc2026_r001,Mexico,South Africa,1897036,Will South Africa win on 2026-06-11?,match_1x2,115307860962719805060784163204351769077176612029040401546976102705811910754396,away_win,fifwc-mex-rsa-2026-06-11-rsa,1890093.396,2026-06-11,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.1,0.11,0.10500000000000001,0.009999999999999995,1349914.02,3849887.8099999996,0.89,ok,0.1248924833925957,0.11,0.014892483392595704,No Bet
wc2026_r031,Netherlands,Japan,1897061,Will Netherlands win on 2026-06-14?,match_1x2,46118045327286643463479614908512136607324773588723756546332480247027286666715,home_win,fifwc-nld-jpn-2026-06-14-nld,441020.285,2026-06-14,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.46,0.47,0.46499999999999997,0.009999999999999953,265687.73,1750183.9700000002,0.47,ok,0.5041831587474356,0.47,0.034183158747435605,No Bet
wc2026_r031,Netherlands,Japan,1897062,Will Netherlands vs. Japan end in a draw?,match_1x2,45105978043736940399020460688923720821814878879331783138334562105702459648812,draw,fifwc-nld-jpn-2026-06-14-draw,170705.2736,2026-06-14,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.26,0.27,0.265,0.010000000000000009,137961.08,202403.55999999997,0.73,ok,0.3038985776902377,0.27,0.033898577690237686,No Bet
wc2026_r031,Netherlands,Japan,1897063,Will Japan win on 2026-06-14?,match_1x2,51849195089345361433940393336005306019563641384117823557920274041538875387918,away_win,fifwc-nld-jpn-2026-06-14-jpn,202276.2841,2026-06-14,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.26,0.27,0.265,0.010000000000000009,164735.2,1365283.9999999993,0.73,ok,0.1919182635623267,0.27,-0.07808173643767333,Overpriced
wc2026_r008,Qatar,Switzerland,1897046,Will Qatar win on 2026-06-13?,match_1x2,87801481723150143095656392688212600042782229576502495783917440071310994656016,home_win,fifwc-qat-che-2026-06-13-qat,477101.74822,2026-06-13,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.062,0.063,0.0625,0.0010000000000000009,471573.3300000001,21732687.89999999,0.062,ok,0.1268080944184151,0.063,0.06380809441841509,Watch
wc2026_r008,Qatar,Switzerland,1897047,Will Qatar vs. Switzerland end in a draw?,match_1x2,84958042326881081629130565587739718054426374664464529827722909775907948361787,draw,fifwc-qat-che-2026-06-13-draw,404074.6643,2026-06-13,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.13,0.14,0.135,0.010000000000000009,503941.7,507736.44,0.86,ok,0.2049959172369491,0.14,0.06499591723694909,Watch
wc2026_r008,Qatar,Switzerland,1897048,Will Switzerland win on 2026-06-13?,match_1x2,66066640081366099233010777058886646300763486736056057848435195209438713673265,away_win,fifwc-qat-che-2026-06-13-che,543636.2007,2026-06-13,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.8,0.81,0.805,0.010000000000000009,614396.06,981588.08,0.19,ok,0.6681959883446359,0.81,-0.14180401165536416,Overpriced
wc2026_r032,Sweden,Tunisia,1897067,Will Sweden win on 2026-06-14?,match_1x2,77891685052397355147816140430897431230743681776824155461036740561521945442239,home_win,fifwc-swe-tun-2026-06-14-swe,220144.1325,2026-06-15,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.5,0.51,0.505,0.010000000000000009,92555.65000000001,412075.5,0.49,ok,0.4263991869258782,0.51,-0.08360081307412182,Overpriced
wc2026_r032,Sweden,Tunisia,1897068,Will Sweden vs. Tunisia end in a draw?,match_1x2,59191041992708759461556734329410471789809724249248263993334423672893905512717,draw,fifwc-swe-tun-2026-06-14-draw,148630.5431,2026-06-15,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.28,0.29,0.28500000000000003,0.009999999999999953,118471.8,190071.84,0.72,ok,0.302651458673411,0.29,0.012651458673410998,No Bet
wc2026_r032,Sweden,Tunisia,1897069,Will Tunisia win on 2026-06-14?,match_1x2,83899205056028320634506792090435502639229370708908873019388029731945043477417,away_win,fifwc-swe-tun-2026-06-14-tun,154870.6198,2026-06-15,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.21,0.22,0.215,0.010000000000000009,99504.66,239141.55,0.21,ok,0.2709493544007108,0.22,0.05094935440071077,Watch
wc2026_r019,United States,Paraguay,1897043,Will United States win on 2026-06-12?,match_1x2,1053697017401072331517873943000159665286188444438499834342450614809920055961,home_win,fifwc-usa-par-2026-06-12-usa,598368.3363,2026-06-13,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.5,0.51,0.505,0.010000000000000009,761196.6,1907171.9400000002,0.49,ok,0.3471712708550575,0.51,-0.1628287291449425,Overpriced
wc2026_r019,United States,Paraguay,1897044,Will United States vs. Paraguay end in a draw?,match_1x2,21443346281887816581515410030230333606155013108124688608906518902705450285763,draw,fifwc-usa-par-2026-06-12-draw,742858.8097,2026-06-13,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.27,0.28,0.275,0.010000000000000009,770494.1900000001,970322.01,0.72,ok,0.3196855815099883,0.28,0.0396855815099883,No Bet
wc2026_r019,United States,Paraguay,1897045,Will Paraguay win on 2026-06-12?,match_1x2,61818169216515152409825014521551448207788109103141434403938162619298245828983,away_win,fifwc-usa-par-2026-06-12-par,482185.6617,2026-06-13,auto_sports_event,Auto-mapped from Polymarket World Cup game page. Market description says regular time plus stoppage time; suitable for group-stage 1X2 comparison.,2026-06-11T06:02:16.197041+00:00,0.22,0.23,0.225,0.010000000000000009,855948.57,1712492.1399999994,0.78,ok,0.333143147634954,0.23,0.103143147634954,Strong Value
