match_id,source_row,competition,round,group,date,time,match_datetime_utc,city,venue_country,home_team,away_team,home_is_placeholder,away_is_placeholder,home_advantage,away_advantage,neutral_venue,home_elo,away_elo,elo_diff_home_minus_away,home_elo_date,away_elo_date,home_elo_last_change,away_elo_last_change,home_recent10_matches,home_recent10_wins,home_recent10_draws,home_recent10_losses,home_recent10_win_rate,home_recent10_points_per_match,home_recent10_goals_for_avg,home_recent10_goals_against_avg,away_recent10_matches,away_recent10_wins,away_recent10_draws,away_recent10_losses,away_recent10_win_rate,away_recent10_points_per_match,away_recent10_goals_for_avg,away_recent10_goals_against_avg,h2h_matches,h2h_home_team_wins,h2h_away_team_wins,h2h_draws,h2h_home_team_win_rate,h2h_away_team_win_rate,h2h_draw_rate,h2h_home_goals_avg,h2h_away_goals_avg,h2h_last_match_date,home_win_prob,draw_prob,away_win_prob,home_fair_odds,draw_fair_odds,away_fair_odds,model_prediction,model_version,predicted_winner,draw_risk_level,draw_risk_flag
wc2026_r055,55,World Cup 2026,Matchday 6,Group J,2026-06-16,20:00 UTC-5,2026-06-17 01:00:00,Kansas City,United States,Argentina,Algeria,False,False,0.0,0.0,1.0,2113.0,1726.0,387.0,2025-12-13,2025-12-13,0.0,0.0,10.0,8.0,1.0,1.0,0.8,2.5,2.3,0.3,10.0,7.0,2.0,1.0,0.7,2.3,1.9,0.4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,2007-06-05,0.8337817319160461,0.14126631700192316,0.024951951082030747,1.1993546532879549,7.078828281382789,40.0770263099848,home_win,v4_elo_ensemble_calibrated_v1,Argentina,low,False
wc2026_r056,56,World Cup 2026,Matchday 6,Group J,2026-06-16,21:00 UTC-7,2026-06-17 04:00:00,San Francisco Bay Area (Santa Clara),United States,Austria,Jordan,False,False,0.0,0.0,1.0,1818.0,1687.0,131.0,2025-12-13,2025-12-13,0.0,0.0,10.0,8.0,1.0,1.0,0.8,2.5,2.7,0.4,10.0,4.0,4.0,2.0,0.4,1.6,1.9,1.6,,,,,,,,,,,0.700398366841459,0.23000862581760373,0.06959300734093736,1.4277588974252398,4.347663034137674,14.369259760552989,home_win,v4_elo_ensemble_calibrated_v1,Austria,low,False
wc2026_r057,57,World Cup 2026,Matchday 12,Group J,2026-06-22,12:00 UTC-5,2026-06-22 17:00:00,Dallas (Arlington),United States,Argentina,Austria,False,False,0.0,0.0,1.0,2113.0,1818.0,295.0,2025-12-13,2025-12-13,0.0,0.0,10.0,8.0,1.0,1.0,0.8,2.5,2.3,0.3,10.0,8.0,1.0,1.0,0.8,2.5,2.7,0.4,2.0,1.0,0.0,1.0,0.5,0.0,0.5,3.0,1.0,1990-05-03,0.7622213225118384,0.19611971991117594,0.04165895757698559,1.3119549013724534,5.098926311198626,24.004441257369535,home_win,v4_elo_ensemble_calibrated_v1,Argentina,low,False
wc2026_r058,58,World Cup 2026,Matchday 12,Group J,2026-06-22,20:00 UTC-7,2026-06-23 03:00:00,San Francisco Bay Area (Santa Clara),United States,Jordan,Algeria,False,False,0.0,0.0,1.0,1687.0,1726.0,-39.0,2025-12-13,2025-12-13,0.0,0.0,10.0,4.0,4.0,2.0,0.4,1.6,1.9,1.6,10.0,7.0,2.0,1.0,0.7,2.3,1.9,0.4,2.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,3.5,2004-05-30,0.4534567875517768,0.34996389061181515,0.19657932183640803,2.205281798512758,2.8574376580731697,5.087005035210129,home_win,v4_elo_ensemble_calibrated_v1,Jordan,high,True
wc2026_r059,59,World Cup 2026,Matchday 17,Group J,2026-06-27,21:00 UTC-5,2026-06-28 02:00:00,Kansas City,United States,Algeria,Austria,False,False,0.0,0.0,1.0,1726.0,1818.0,-92.0,2025-12-13,2025-12-13,0.0,0.0,10.0,7.0,2.0,1.0,0.7,2.3,1.9,0.4,10.0,8.0,1.0,1.0,0.8,2.5,2.7,0.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1982-06-21,0.42286532274733146,0.373162864578703,0.2039718126739654,2.3648191190118357,2.6797950571233544,4.902638197359307,home_win,v4_elo_ensemble_calibrated_v1,Algeria,high,True
wc2026_r060,60,World Cup 2026,Matchday 17,Group J,2026-06-27,21:00 UTC-5,2026-06-28 02:00:00,Dallas (Arlington),United States,Jordan,Argentina,False,False,0.0,0.0,1.0,1687.0,2113.0,-426.0,2025-12-13,2025-12-13,0.0,0.0,10.0,4.0,4.0,2.0,0.4,1.6,1.9,1.6,10.0,8.0,1.0,1.0,0.8,2.5,2.3,0.3,,,,,,,,,,,0.15326959369721255,0.23923433671019761,0.6074960695925897,6.524451300990084,4.180001975265677,1.6461011849354656,away_win,v4_elo_ensemble_calibrated_v1,Argentina,low,False
wc2026_r061,61,World Cup 2026,Matchday 7,Group K,2026-06-17,12:00 UTC-5,2026-06-17 17:00:00,Houston,United States,Portugal,Democratic Republic of Congo,False,False,0.0,0.0,1.0,1976.0,1616.0,360.0,2025-12-13,2025-12-13,0.0,0.0,10.0,6.0,3.0,1.0,0.6,2.1,2.6,1.0,10.0,6.0,3.0,1.0,0.6,2.1,1.2,0.3,,,,,,,,,,,0.8199537184742397,0.1498184074391359,0.030227874086624345,1.219581029354667,6.674747229616978,33.082048612955354,home_win,v4_elo_ensemble_calibrated_v1,Portugal,low,False
wc2026_r062,62,World Cup 2026,Matchday 7,Group K,2026-06-17,20:00 UTC-6,2026-06-18 02:00:00,Mexico City,Mexico,Uzbekistan,Colombia,False,False,0.0,0.0,1.0,1735.0,1998.0,-263.0,2025-12-13,2025-12-13,0.0,0.0,10.0,5.0,3.0,2.0,0.5,1.8,1.5,0.7,10.0,6.0,2.0,2.0,0.6,2.0,2.4,1.1,,,,,,,,,,,0.2971802537349237,0.34599844131094587,0.3568213049541305,3.36496112185156,2.8901864303524665,2.8025232409498373,away_win,v4_elo_ensemble_calibrated_v1,Colombia,high,True
wc2026_r063,63,World Cup 2026,Matchday 13,Group K,2026-06-23,12:00 UTC-5,2026-06-23 17:00:00,Houston,United States,Portugal,Uzbekistan,False,False,0.0,0.0,1.0,1976.0,1735.0,241.0,2025-12-13,2025-12-13,0.0,0.0,10.0,6.0,3.0,1.0,0.6,2.1,2.6,1.0,10.0,5.0,3.0,2.0,0.5,1.8,1.5,0.7,,,,,,,,,,,0.7426360034738427,0.2063631334281976,0.05100086309795977,1.3465546988326458,4.845826787893498,19.607511309744947,home_win,v4_elo_ensemble_calibrated_v1,Portugal,low,False
wc2026_r064,64,World Cup 2026,Matchday 13,Group K,2026-06-23,20:00 UTC-6,2026-06-24 02:00:00,Guadalajara (Zapopan),Mexico,Colombia,Democratic Republic of Congo,False,False,0.0,0.0,1.0,1998.0,1616.0,382.0,2025-12-13,2025-12-13,0.0,0.0,10.0,6.0,2.0,2.0,0.6,2.0,2.4,1.1,10.0,6.0,3.0,1.0,0.6,2.1,1.2,0.3,,,,,,,,,,,0.8292624519711141,0.14276684393823325,0.02797070409065251,1.2058908462852158,7.004427445581418,35.751692083224626,home_win,v4_elo_ensemble_calibrated_v1,Colombia,low,False
wc2026_r065,65,World Cup 2026,Matchday 17,Group K,2026-06-27,19:30 UTC-4,2026-06-27 23:30:00,Miami (Miami Gardens),United States,Colombia,Portugal,False,False,0.0,0.0,1.0,1998.0,1976.0,22.0,2025-12-13,2025-12-13,0.0,0.0,10.0,6.0,2.0,2.0,0.6,2.0,2.4,1.1,10.0,6.0,3.0,1.0,0.6,2.1,2.6,1.0,,,,,,,,,,,0.5404005984141811,0.32350821394127044,0.13609118764454853,1.8504790759568452,3.0911116222277424,7.348014352052409,home_win,v4_elo_ensemble_calibrated_v1,Colombia,high,True
wc2026_r066,66,World Cup 2026,Matchday 17,Group K,2026-06-27,19:30 UTC-4,2026-06-27 23:30:00,Atlanta,United States,Democratic Republic of Congo,Uzbekistan,False,False,0.0,0.0,1.0,1616.0,1735.0,-119.0,2025-12-13,2025-12-13,0.0,0.0,10.0,6.0,3.0,1.0,0.6,2.1,1.2,0.3,10.0,5.0,3.0,2.0,0.5,1.8,1.5,0.7,,,,,,,,,,,0.41620533685827027,0.38621620012834135,0.19757846301338847,2.402660205052893,2.5892233408844465,5.061280388299393,home_win,v4_elo_ensemble_calibrated_v1,Democratic Republic of Congo,high,True
wc2026_r067,67,World Cup 2026,Matchday 7,Group L,2026-06-17,15:00 UTC-5,2026-06-17 20:00:00,Dallas (Arlington),United States,England,Croatia,False,False,0.0,0.0,1.0,2042.0,1933.0,109.0,2025-12-13,2025-12-13,0.0,0.0,10.0,7.0,1.0,2.0,0.7,2.2,2.2,0.5,10.0,7.0,1.0,2.0,0.7,2.2,1.9,1.0,11.0,6.0,3.0,2.0,0.5454545454545454,0.2727272727272727,0.1818181818181818,2.0,1.181818181818182,2021-06-13,0.6351533545745999,0.2859873801977873,0.0788592652276129,1.574422921327023,3.4966577871667117,12.680818127250896,home_win,v4_elo_ensemble_calibrated_v1,England,medium,True
wc2026_r068,68,World Cup 2026,Matchday 7,Group L,2026-06-17,19:00 UTC-4,2026-06-17 23:00:00,Toronto,Canada,Ghana,Panama,False,False,0.0,0.0,1.0,1509.0,1742.0,-233.0,2025-12-13,2025-12-13,0.0,0.0,10.0,3.0,2.0,5.0,0.3,1.1,1.1,1.4,10.0,4.0,4.0,2.0,0.4,1.6,1.8,1.6,,,,,,,,,,,0.32530111572205367,0.32942617607285507,0.3452727082050913,3.074074916036955,3.035581482689592,2.896261350045663,away_win,v4_elo_ensemble_calibrated_v1,Panama,high,True
wc2026_r069,69,World Cup 2026,Matchday 13,Group L,2026-06-23,16:00 UTC-4,2026-06-23 20:00:00,Boston (Foxborough),United States,England,Ghana,False,False,0.0,0.0,1.0,2042.0,1509.0,533.0,2025-12-13,2025-12-13,0.0,0.0,10.0,7.0,1.0,2.0,0.7,2.2,2.2,0.5,10.0,3.0,2.0,5.0,0.3,1.1,1.1,1.4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2011-03-29,0.9234881346173827,0.06576688977145906,0.010744975611158298,1.082850945794033,15.205219578955539,93.0667538194813,home_win,v4_elo_ensemble_calibrated_v1,England,low,False
wc2026_r070,70,World Cup 2026,Matchday 13,Group L,2026-06-23,19:00 UTC-4,2026-06-23 23:00:00,Toronto,Canada,Panama,Croatia,False,False,0.0,0.0,1.0,1742.0,1933.0,-191.0,2025-12-13,2025-12-13,0.0,0.0,10.0,4.0,4.0,2.0,0.4,1.6,1.8,1.6,10.0,7.0,1.0,2.0,0.7,2.2,1.9,1.0,,,,,,,,,,,0.3385527576298873,0.34744985417397345,0.31399738819613926,2.953749386065318,2.878113166509734,3.184739865974132,home_win,v4_elo_ensemble_calibrated_v1,Panama,high,True
wc2026_r071,71,World Cup 2026,Matchday 17,Group L,2026-06-27,17:00 UTC-4,2026-06-27 21:00:00,New York/New Jersey (East Rutherford),United States,Panama,England,False,False,0.0,0.0,1.0,1742.0,2042.0,-300.0,2025-12-13,2025-12-13,0.0,0.0,10.0,4.0,4.0,2.0,0.4,1.6,1.8,1.6,10.0,7.0,1.0,2.0,0.7,2.2,2.2,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,2018-06-24,0.2361728581166002,0.30727416905883453,0.4565529728245653,4.234186806962776,3.25442259941,2.1903263356566933,away_win,v4_elo_ensemble_calibrated_v1,England,high,True
wc2026_r072,72,World Cup 2026,Matchday 17,Group L,2026-06-27,17:00 UTC-4,2026-06-27 21:00:00,Philadelphia,United States,Croatia,Ghana,False,False,0.0,0.0,1.0,1933.0,1509.0,424.0,2025-12-13,2025-12-13,0.0,0.0,10.0,7.0,1.0,2.0,0.7,2.2,1.9,1.0,10.0,3.0,2.0,5.0,0.3,1.1,1.1,1.4,,,,,,,,,,,0.871580602064625,0.10726126708803399,0.02115813084734105,1.1473408169378385,9.323029898381272,47.263154161165915,home_win,v4_elo_ensemble_calibrated_v1,Croatia,low,False
wc2026_m073,73,World Cup 2026,Round of 32,,2026-06-28,12:00 UTC-7,2026-06-28 19:00:00,Los Angeles (Inglewood),United States,2A,2B,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m074,74,World Cup 2026,Round of 32,,2026-06-29,16:30 UTC-4,2026-06-29 20:30:00,Boston (Foxborough),United States,1E,3A/B/C/D/F,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m075,75,World Cup 2026,Round of 32,,2026-06-29,19:00 UTC-6,2026-06-30 01:00:00,Monterrey (Guadalupe),United States,1F,2C,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m076,76,World Cup 2026,Round of 32,,2026-06-29,12:00 UTC-5,2026-06-29 17:00:00,Houston,United States,1C,2F,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m077,77,World Cup 2026,Round of 32,,2026-06-30,17:00 UTC-4,2026-06-30 21:00:00,New York/New Jersey (East Rutherford),United States,1I,3C/D/F/G/H,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m078,78,World Cup 2026,Round of 32,,2026-06-30,12:00 UTC-5,2026-06-30 17:00:00,Dallas (Arlington),United States,2E,2I,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m079,79,World Cup 2026,Round of 32,,2026-06-30,19:00 UTC-6,2026-07-01 01:00:00,Mexico City,Mexico,1A,3C/E/F/H/I,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m080,80,World Cup 2026,Round of 32,,2026-07-01,12:00 UTC-4,2026-07-01 16:00:00,Atlanta,United States,1L,3E/H/I/J/K,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m081,81,World Cup 2026,Round of 32,,2026-07-01,17:00 UTC-7,2026-07-02 00:00:00,San Francisco Bay Area (Santa Clara),United States,1D,3B/E/F/I/J,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m082,82,World Cup 2026,Round of 32,,2026-07-01,13:00 UTC-7,2026-07-01 20:00:00,Seattle,United States,1G,3A/E/H/I/J,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m083,83,World Cup 2026,Round of 32,,2026-07-02,19:00 UTC-4,2026-07-02 23:00:00,Toronto,Canada,2K,2L,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m084,84,World Cup 2026,Round of 32,,2026-07-02,12:00 UTC-7,2026-07-02 19:00:00,Los Angeles (Inglewood),United States,1H,2J,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m085,85,World Cup 2026,Round of 32,,2026-07-02,20:00 UTC-7,2026-07-03 03:00:00,Vancouver,Canada,1B,3E/F/G/I/J,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m086,86,World Cup 2026,Round of 32,,2026-07-03,18:00 UTC-4,2026-07-03 22:00:00,Miami (Miami Gardens),United States,1J,2H,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m087,87,World Cup 2026,Round of 32,,2026-07-03,20:30 UTC-5,2026-07-04 01:30:00,Kansas City,United States,1K,3D/E/I/J/L,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m088,88,World Cup 2026,Round of 32,,2026-07-03,13:00 UTC-5,2026-07-03 18:00:00,Dallas (Arlington),United States,2D,2G,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m089,89,World Cup 2026,Round of 16,,2026-07-04,17:00 UTC-4,2026-07-04 21:00:00,Philadelphia,United States,W74,W77,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m090,90,World Cup 2026,Round of 16,,2026-07-04,12:00 UTC-5,2026-07-04 17:00:00,Houston,United States,W73,W75,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m091,91,World Cup 2026,Round of 16,,2026-07-05,16:00 UTC-4,2026-07-05 20:00:00,New York/New Jersey (East Rutherford),United States,W76,W78,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m092,92,World Cup 2026,Round of 16,,2026-07-05,18:00 UTC-6,2026-07-06 00:00:00,Mexico City,Mexico,W79,W80,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m093,93,World Cup 2026,Round of 16,,2026-07-06,14:00 UTC-5,2026-07-06 19:00:00,Dallas (Arlington),United States,W83,W84,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m094,94,World Cup 2026,Round of 16,,2026-07-06,17:00 UTC-7,2026-07-07 00:00:00,Seattle,United States,W81,W82,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m095,95,World Cup 2026,Round of 16,,2026-07-07,12:00 UTC-4,2026-07-07 16:00:00,Atlanta,United States,W86,W88,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m096,96,World Cup 2026,Round of 16,,2026-07-07,13:00 UTC-7,2026-07-07 20:00:00,Vancouver,Canada,W85,W87,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m097,97,World Cup 2026,Quarter-final,,2026-07-09,16:00 UTC-4,2026-07-09 20:00:00,Boston (Foxborough),United States,W89,W90,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m098,98,World Cup 2026,Quarter-final,,2026-07-10,12:00 UTC-7,2026-07-10 19:00:00,Los Angeles (Inglewood),United States,W93,W94,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m099,99,World Cup 2026,Quarter-final,,2026-07-11,17:00 UTC-4,2026-07-11 21:00:00,Miami (Miami Gardens),United States,W91,W92,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m100,100,World Cup 2026,Quarter-final,,2026-07-11,20:00 UTC-5,2026-07-12 01:00:00,Kansas City,United States,W95,W96,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m101,101,World Cup 2026,Semi-final,,2026-07-14,14:00 UTC-5,2026-07-14 19:00:00,Dallas (Arlington),United States,W97,W98,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_m102,102,World Cup 2026,Semi-final,,2026-07-15,15:00 UTC-4,2026-07-15 19:00:00,Atlanta,United States,W99,W100,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_r103,103,World Cup 2026,Match for third place,,2026-07-18,17:00 UTC-4,2026-07-18 21:00:00,Miami (Miami Gardens),United States,L101,L102,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wc2026_r104,104,World Cup 2026,Final,,2026-07-19,15:00 UTC-4,2026-07-19 19:00:00,New York/New Jersey (East Rutherford),United States,W101,W102,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
